,Theme,Category,Valence_mean,Valence_SD,Arousal_mean,Arousal_SD,Contrast,Entropy,Sum_Entropy,Difference_Entropy
178,Collaboration 1,Person,5.43137254901961,0.969942367600625,3.34653465346535,1.60272045949602,114.81388442046995,11.755254310708935,8.606545859283857,3.5928845152818827
179,Cotton swabs 1,Object,4.09803921568627,0.738070858729912,2.18811881188119,1.39077583590691,69.28282544098215,11.85361155260153,8.701934370795712,3.5004280017032947
180,Cotton swabs 2,Object,4.05882352941176,0.52319523667414,1.86138613861386,1.24923739113346,19.60914337886299,10.26575483225832,8.249232880219935,3.0275053790964277
181,Cotton swabs 3,Object,4.12745098039216,0.608057589564304,1.81188118811881,1.24669861062832,156.15702711061215,12.211848722925527,8.196617747957498,4.340946440383412
182,Couple 1,Person,5.53921568627451,1.24813975343627,3.96039603960396,1.66084792849441,37.50648649303619,9.811743971832689,8.236731600535297,2.393705730332794
183,Couple 2,Person,5.62745098039216,1.08929597235787,3.77227722772277,1.52892895923134,654.0960062323891,12.097327030654828,8.02063842530923,4.815774696129292
184,Couple 3,Person,4.00925925925926,1.41087478908449,3.44230769230769,1.63592510022082,267.1929194485461,11.689802739786572,8.314062404556957,3.9246100107015796
185,Couple 4,Person,5.97058823529412,1.23845865840289,4.53465346534653,1.45302688506196,171.3302093485215,12.258899439716373,8.65378040612762,4.123652138156128
186,Couple 5,Animal,4.99074074074074,1.27883833362874,3.47115384615385,1.6307525856239,249.99752398594165,13.11353041977107,8.697077972358024,4.657556163199059
187,Couple 6,Person,5.6078431372549,1.10046671237773,4.13861386138614,1.51016358696862,150.77571849337767,12.39150092712438,8.503757757733876,4.084302548907549
188,Couple 7,Person,5.91666666666667,0.958240209480598,4.25,1.36353338828606,253.19368736470415,11.891802315616857,8.271819853593136,4.250529853749424
189,Couple 8,Person,5.75925925925926,1.05786215707502,4.16346153846154,1.58947128611376,206.87218895560537,12.40684956500408,8.461022705968155,4.293025443482517
190,Couple 9,Person,5.81481481481481,1.00603922321994,3.44230769230769,1.55686343301732,750.4791416209606,11.938527049444172,7.8727316543893675,4.901425840054214
191,Crosswalk 1 ,Scene,3.96296296296296,0.668740284945431,2.31730769230769,1.59650360133213,520.6121336036733,12.841843438526025,8.105783698336612,5.160927620529439
192,Crow 1,Animal,4.70588235294118,1.0953387766016,2.8019801980198,1.52328462199418,178.8266272030275,12.236584023434663,8.779842095825211,3.8331694024921363
193,Crow 2,Animal,4.40740740740741,1.18429786791357,2.66346153846154,1.43202332873467,601.6843403975868,9.723994335361276,6.389919451820823,4.1991122071324956
194,Cups 1,Object,4.27722772277228,0.618365779796847,2.02912621359223,1.45154623898585,208.37700981537012,10.461959593562533,8.011572096241947,3.1209521956482718
195,Cups 2,Object,4.14851485148515,0.433269860799511,2.0873786407767,1.40800788291928,63.280077982405885,10.72697263754621,8.437484125480548,2.768020709508952
196,Cups 3,Object,4.72549019607843,0.902766515269065,2.25742574257426,1.42585739361645,327.1849363275421,12.090615978256649,8.663228892615214,3.8126390803312216
197,Cups 4,Object,4.13888888888889,0.618383985800151,2.20192307692308,1.33932172148332,337.03542669989076,12.428703164727605,8.595824092069993,4.526586850330414
198,Dancing 1,Person,5.30392156862745,0.962558633279285,3.43564356435644,1.61502843061141,683.4955951432934,12.7420885460305,8.510719628111111,4.765645456351681
199,Dancing 2,Person,5.2156862745098,1.10469252010148,3.48514851485149,1.57869478612009,51.286325931311225,6.61921740153551,5.037349582223294,2.3589444321378594
200,Dancing 3,Person,4.88235294117647,1.21291823569291,3.85148514851485,1.64551595928974,305.0684356432161,13.168822553893111,8.496741938995086,4.912606861834526
201,Dancing 4,Person,5.53921568627451,1.19960033466143,3.65346534653465,1.46584885690412,271.0006353333231,11.80880302515264,8.011655389253136,4.231263281445164
202,Dancing 5,Person,5.69607843137255,1.06044279642076,3.54455445544554,1.50016500742583,457.91474970994585,12.667638651295828,8.561595944973632,4.582023646317667
203,Dancing 6,Person,5.80555555555556,0.941844812636531,3.69230769230769,1.5646391257177,1045.9571194588416,14.231266364128789,8.865090354876932,5.622468389349201
204,Dancing 7,Person,5.87037037037037,1.09452838469739,3.375,1.46272454918762,153.39330704454014,12.602293360389204,8.717791796333962,4.141164701336233
205,Dancing 8,Person,5.31372549019608,0.889770157849353,3.40594059405941,1.42252042390809,745.0085804830203,13.26552779841081,8.650067912747307,5.164696964378684
206,Dancing 9,Person,5.58415841584158,0.972289326617065,3.83495145631068,1.5786385756475,1009.8429152396267,13.986634126681956,8.84535175629643,5.543794020502592
207,Dead bodies 1,Person,1.1980198019802,0.735116344263927,4.51456310679612,2.48471435873581,238.01784207763887,12.979260321690262,8.707078669635987,4.529198175600399
208,Dead bodies 2,Person,1.24752475247525,0.698655002044062,4.47572815533981,2.37158282626742,936.9822152130071,13.723273411487616,8.322502688397632,5.815324870728679
209,Dead bodies 3,Person,1.32352941176471,0.810350916601736,5.12871287128713,2.15714332549617,313.73073253273463,13.067482136612135,8.671918115343818,5.031285784265457
210,Depressed face 1,Person,3.76470588235294,0.88077902723472,3.06930693069307,1.51167076933156,137.02919909367597,10.460530753343779,7.7442767986329955,3.555673082020746
211,Depressed face 2,Person,3.82407407407407,1.03966838443897,3.01923076923077,1.51356820887846,435.08928860603385,12.541038234347038,8.446327219263111,4.760291132436928
212,Depressed pose 1,Person,2.69444444444444,0.825508433908963,3.45192307692308,1.66564257807877,195.34127839701938,12.98499300455139,8.939075913549658,4.362000476448151
213,Depressed pose 2,Person,3.48514851485149,0.933957829734711,3.24271844660194,1.62375756073034,602.2261078686192,11.764137543531817,7.870130786900721,4.807282212776644
214,Depressed pose 3,Person,2.65686274509804,0.959528535624417,4.00990099009901,1.56521595637759,159.47051634346371,9.404857783467362,6.871954033371865,3.5501130078941077
215,Depressed pose 4,Person,3.25490196078431,0.828768315626398,3.28712871287129,1.45833215464356,71.28703450384472,11.078528159087261,8.116187071423496,3.6617519606190703
216,Desert 1,Scene,4.0,1.39424719244647,3.26923076923077,1.79119079136838,388.5912537725824,13.023858073913736,8.60688852945239,4.813943607167779
217,Dessert 1,Object,5.33333333333333,1.11987740960395,3.40594059405941,1.64425191392184,131.9267729293172,8.778757577847012,6.751833332581414,2.828852307156301
218,Dessert 2,Object,5.73529411764706,1.1073692899487,3.24752475247525,1.75730441639495,335.37460540881233,12.982163516831761,8.488561873540833,4.761232062396844
219,Dessert 3,Object,5.63366336633663,1.07445588347989,4.20388349514563,1.82229774853967,271.8020928938074,8.676937509707685,6.261470689925888,3.3859494367247507
220,Dessert 4,Object,5.38888888888889,1.03971000030547,3.11538461538462,1.62090525053666,253.48946820520723,11.868547719151543,8.446385248566205,4.12228947122202
221,Dessert 5,Object,5.53465346534653,0.900714787661928,3.86407766990291,1.67477562845682,384.04962982857904,12.834268429349224,8.629284771192786,4.660151424658387
222,Dessert 6,Object,5.58823529411765,1.0932098362477,3.85148514851485,1.78541949476229,82.25313595612272,7.688940632448678,6.311042218782559,2.2064429480586787
223,Dessert 7,Object,5.4537037037037,1.12228288085449,3.13461538461538,1.78482107181695,308.5073141922942,12.994372463271594,8.597841677693022,4.6582480284574785
224,Dessert 8,Person,5.76851851851852,0.913107884644336,3.36538461538462,1.70127132535627,277.36817097227004,12.482566934260165,8.743438890323306,4.135540316491793
225,Destruction 1,Scene,3.17647058823529,1.53126987168117,4.31683168316832,1.77161334985548,363.3598537871478,12.545009021876949,8.47886685554161,4.512910837329128
226,Destruction 4,Scene,1.84259259259259,0.938900102546293,3.93269230769231,2.06338595835683,936.4079405201371,12.648597372358967,8.04678761420874,5.458933672273434
227,Destruction 5,Scene,2.14851485148515,1.08061222104751,3.80582524271845,1.89973296589534,788.3597483883799,13.929007286270348,8.655468790005553,5.591538037747978
228,Destruction 6,Scene,2.00990099009901,1.18739251728273,4.09708737864078,2.13061053160547,553.6708981904907,13.689036730054887,8.751226046471999,5.229099527003023
229,Destruction 7,Scene,2.00990099009901,0.953887304716343,3.85436893203884,2.10232255780709,409.94150839900317,11.388000853951281,7.927757128631654,4.564345252644075
230,Destruction 8,Scene,2.23529411764706,1.13605597571821,4.22772277227723,1.76567940532143,1015.5119967070721,13.797544570408109,8.562745678793602,5.686598399825806
231,Destruction 9,Scene,3.55555555555556,0.878968526047396,2.48543689320388,1.66782750359946,205.0692056412322,10.73493992761102,7.817854076449608,3.7375635741289575
232,Destruction 10,Scene,2.0990099009901,1.04407806695716,3.59223300970874,1.9675648989166,1632.0753707797787,14.493781971575434,8.80044384905367,6.129159226673207
233,Dirt 1,Scene,1.6078431372549,0.82241930893244,4.98019801980198,1.97979896969264,5293.043937505961,15.395032291278143,8.83318253693184,7.199129286766421
234,Destruction 2,Scene,2.18627450980392,1.02184449958103,3.05940594059406,1.77663604701817,1911.9000368657094,14.557884186455375,8.787781256362571,6.212722215662543
235,Destruction 3,Scene,1.89814814814815,0.916513250637801,3.59615384615385,2.05515799486768,1302.7195471356235,14.618077229984308,8.76526712376363,6.114096030451826
236,Dirt 2,Scene,5.59803921568627,1.07408541727156,3.34653465346535,1.85707104637575,838.4497205934415,13.264739672983591,8.458516590556748,5.543627889271377
237,Dirt 3,Scene,4.13861386138614,0.566210260774158,2.03883495145631,1.3714335572326,2080.1036919974013,14.592776969254626,8.782146144935368,6.350315217567703
238,Dirt 4,Scene,4.0,0.808372034730701,1.91089108910891,1.20912373147656,1782.6659196877456,14.530172181137576,8.448358649383898,6.418293827819682
239,Dirt 5,Scene,3.54455445544554,0.83096031764757,1.99029126213592,1.37552232953178,1211.9022952822934,13.947531384644531,8.093393951731882,6.09565894726795
240,Dock 1,Scene,5.56435643564356,1.02387344514992,3.64077669902913,1.63211860951653,647.1553813347239,13.373677396272885,8.59838069965254,5.051764423956142
241,Doctor 1,Person,4.66666666666667,1.11987740960395,3.14851485148515,1.6024115489715,93.24005744948538,11.93045293499736,8.753190847577514,3.4780293898107746
242,Doctor 2,Person,4.05555555555556,1.28857911556553,3.65384615384615,1.78868737883633,354.1356291291854,11.510036775236134,8.213710389350943,4.033481435723446
243,Doctor 3,Person,4.35185185185185,1.16261721197707,3.18269230769231,1.67079088927023,91.09001785714281,10.71095905882333,7.966904516910521,3.5925709472726393
244,Doctor 4,Person,3.81188118811881,1.1976048704571,3.88349514563107,1.82735730578763,324.32729279297916,12.902654917683085,8.849012943709514,4.390306873886372
245,Doctor 5,Person,3.68316831683168,1.05764543273544,3.64077669902913,1.73688005688383,170.6605805797057,11.69925028614162,8.219017663303841,3.888971607914944
246,Doctor 6,Person,4.38235294117647,0.901529148110173,2.55445544554455,1.4385774051107,185.32900232670852,4.772999214331965,3.6155166577063795,2.084103218576261
247,Doctor 7,Person,3.34313725490196,1.15608675921661,4.41584158415842,1.76786496505063,425.01871429450335,13.122999358816955,8.646212137540468,4.752896933721766
248,Doctor 8,Person,3.73267326732673,1.13040779463794,3.92233009708738,1.87705088040114,202.8506380216573,10.651182992542047,7.515833585408123,3.5892230767526465
249,Doctor 9,Person,3.67647058823529,1.1953852248376,4.10891089108911,1.49600127071477,359.14603603196326,13.196725773618349,8.755226586691084,4.689250542283073
250,Dog 1,Animal,5.13861386138614,1.19188676450657,4.32038834951456,1.5668977232599,203.14436186533464,9.235516555199428,6.763026336460603,3.165154057032862
251,Dog 2,Animal,5.9009900990099,1.03445590041383,4.39805825242718,1.63503196482061,461.89924464844444,13.514355629935487,8.701836638251645,5.2591482186825775
252,Dog 3,Animal,5.74509803921569,1.01167711467274,3.52475247524752,1.62845975944105,259.56666107214414,13.25257393616496,8.79084423934681,4.799356031921111
253,Dog 4,Animal,6.2037037037037,0.954666446219598,3.96116504854369,1.85727150758419,214.91578012478578,12.309139969527914,8.366890542823988,4.4434198986482825
254,Dog 5,Animal,5.94059405940594,1.07537697741971,4.66990291262136,1.83852215542044,54.936757377537006,10.71771926808415,8.180726186529785,3.1980457628435706
255,Dog 6,Animal,6.49019607843137,0.780265225778214,5.02970297029703,1.72311024339451,135.11228381261256,12.079817040528127,8.613490582459598,3.9715381593542203
256,Dog 7,Animal,5.65686274509804,1.08541271102369,3.97029702970297,1.79697215083904,103.06281317145563,12.536220553731981,8.80317520699554,3.9792059847542576
257,Dog 8,Animal,5.43137254901961,1.33875813535588,4.38613861386139,1.67910867444429,937.4446605573294,13.863588551458136,8.648688035364449,5.6189814044111
258,Dog 9,Animal,4.12745098039216,1.19960033466143,4.05940594059406,1.74253712831732,134.00811467483837,13.10849366385114,8.890413661112166,4.513915658825325
259,Dog 10,Animal,5.64705882352941,0.940266012744986,3.88118811881188,1.66305218627,989.7102584190933,14.073336511609892,8.286897753996506,5.94101790338792
260,Dog 11,Animal,5.65740740740741,1.06043578625349,3.63461538461538,1.63729407543964,178.467880320164,12.73978441501168,8.640061128200271,4.389882754552845
261,Dog 12,Animal,6.28712871287129,0.778930467543366,4.40776699029126,1.62358169298672,118.25551880013151,12.071481395573315,8.566399710040727,3.9518554985267498
262,Dog 13,Animal,5.85294117647059,1.1379768292159,4.05940594059406,1.73678888859998,78.77658710214912,12.526795601185324,8.818964239268515,3.9182118349394024
263,Dog 14,Animal,5.89108910891089,0.988948836887024,4.19417475728155,1.6152353827568,167.67299343360895,12.59215139810286,8.709850621416761,4.119193106964505
264,Dog 15,Animal,3.43137254901961,1.74350167692974,3.93069306930693,1.81249786616467,592.6336077782126,12.964958899349465,8.318909235807869,5.139676704921852
265,Dog 16,Animal,5.3921568627451,1.44986761256411,4.81188118811881,1.68352529703078,75.6434858350786,11.013784229340207,8.280434864462764,3.4863304436503277
266,Dog 17,Animal,5.22772277227723,1.23191873205023,3.84466019417476,1.60731954162517,249.54912747738575,13.000165229917705,8.682330269259843,4.700017732423903
267,Dog 18,Animal,6.19607843137255,0.844776796184514,4.88118811881188,1.51186724756422,162.1448072875072,12.195901544000348,8.064341650639761,4.377890743162487
268,Dog 19,Animal,5.94059405940594,0.967696049162317,4.3495145631068,1.64321980595056,79.1153724196513,12.146162419781017,8.671203934293178,3.7572840823148193
269,Dog 20,Animal,5.9009900990099,0.943450586888889,4.19417475728155,1.63334285167605,715.8020470897933,13.719408731744034,8.262425799496691,5.629121480618433
270,Dog 21,Animal,5.99019607843137,0.969792241088553,4.04950495049505,1.67556699432617,174.0169958230997,13.07896634441423,8.660329884621582,4.634796757388992
271,Dog 22,Animal,5.09803921568627,1.27822435565803,3.88118811881188,1.58295374987945,464.53362117907466,13.613769546815139,8.65523598157642,5.208284429735285
272,Dog 23,Animal,2.67647058823529,1.40833280204098,4.82178217821782,1.82973243729219,183.34370629918976,12.60540092447717,8.63173194936775,4.388274894006169
273,Dog 24,Animal,1.8921568627451,1.08003357799927,4.77227722772277,2.15815285889954,390.25357314754797,13.608183930316386,8.698262944577639,5.120689767220711
274,Dog 25,Animal,3.4537037037037,1.53089222814402,4.05769230769231,1.79441919682131,1393.3664029016672,13.58241442884237,8.133193999606734,5.852110245636448
275,Dog 26,Animal,1.2962962962963,0.687121304493579,4.85576923076923,2.30414682831253,265.60276248047455,13.389080768303891,8.74234857945531,4.850597370950995
276,Dog 27,Animal,5.32673267326733,1.31231787986821,4.22330097087379,1.61446912803906,627.41780752294,11.047288095552767,7.262686268136621,4.790717368115911
277,Dog 28,Animal,5.59259259259259,1.18429786791357,3.55769230769231,1.78900049697944,115.88649634984243,12.937398147035998,8.742666179204729,4.372134990295827
278,Dog 29,Animal,5.36274509803922,1.03205280091991,4.0,1.70880074906351,337.2960579599046,13.018308771532098,8.551058843849429,4.817364182405498
279,Dog 30,Animal,4.58333333333333,1.58924539784749,3.56730769230769,1.77777226733442,1122.8330609514765,14.353588821760907,8.722477273276176,5.956008877893083
280,Dog 31,Animal,2.08333333333333,1.10330853328802,4.20192307692308,1.97252884700777,681.0138133434784,13.705541786488308,8.57653544339166,5.411211471757439
281,Dog attack 1,Animal,2.85185185185185,1.44568203232753,4.58653846153846,1.82544356584874,258.3741156096653,12.040873787556134,8.120131939814346,4.618172995587898
282,Dog attack 2,Animal,3.42574257425743,1.24375668563803,4.47572815533981,1.62604211045834,279.21573753459285,12.338623384089633,8.748734575693183,4.3572822137310645
283,Dog attack 3,Animal,2.64705882352941,1.27928707577623,5.08910891089109,1.56268365257329,168.50783325987805,12.46897320434135,8.328499256215046,4.410304904812391
284,Drink 1,Object,4.55882352941176,1.02998153796551,2.71287128712871,1.61453791323317,155.15318414962752,11.152024855621434,8.605873792963788,3.010469521982535
285,Drink 2,Object,4.36274509803922,1.24112066642978,2.87128712871287,1.53403628598957,382.64307834528677,5.24215030994901,3.7282756354545215,2.645282378586259
286,Dummy 1,Object,1.15740740740741,0.549630921823901,5.20192307692308,2.37862572582152,119.6617024035539,12.098115453884226,8.612125403117485,4.064460738636285
287,Eating 1,Person,5.68316831683168,0.968820861349578,3.47572815533981,1.61393843089175,125.20621146679318,12.078491833451782,8.670153145313977,3.759025415126173
288,Eating 2,Person,5.33333333333333,1.01798999521755,3.23762376237624,1.74441116054378,144.53643088809184,8.65541980356155,6.465709244677604,3.1289289839222443
289,Eating 3,Person,5.14814814814815,1.04849527084637,2.625,1.46272454918762,128.2639113414799,12.409781557319164,8.594876620762628,4.137772579647024
290,Elephant 1,Animal,5.86274509803922,0.975331532222767,4.38613861386139,1.5618597698238,369.35543726927517,12.769650563218981,8.491927574189829,4.75454099044849
291,Excited face 1,Person,5.57425742574257,1.04255968321689,3.83495145631068,1.69830992909641,119.8537001377441,11.965724231362369,8.696194210727295,3.569714662236258
292,Excited face 2,Person,5.82352941176471,1.03800803814094,4.06930693069307,1.69857249325764,542.5158488945306,12.988013088585658,8.566521553240948,4.970501418657209
293,Excited face 3,Person,5.75925925925926,0.965482498816494,3.47115384615385,1.71207437213259,569.3352112897468,13.679129239190859,8.865730935519576,5.175922053097924
294,Excited face 4,Person,4.24752475247525,0.931728936913085,3.0873786407767,1.56622936815045,91.61827362494411,11.661906754434185,8.415640308038121,3.5406858020682415
295,Excited face 5,Person,5.65346534653465,1.06240899435534,3.70873786407767,1.75248321275932,345.6686416875101,13.057246400604125,8.699495744037165,4.636152362832923
296,Excited face 6,Person,5.73148148148148,1.02862290195203,3.48076923076923,1.61894589480507,464.18695898815145,13.065705712525117,8.739612001963476,4.7825527865397355
297,Excited face 7,Person,4.75247524752475,1.37408835665003,3.48543689320388,1.67369543970821,722.4864033298417,13.11170073872389,8.380259162030178,5.307981156466152
298,Exercise 1,Person,4.70588235294118,1.16541103354621,3.63366336633663,1.58570345447834,112.29135511813091,12.224548331020594,8.458152449151164,4.038114064837522
299,Exercise 2,Person,4.68518518518519,1.07345322885761,3.90384615384615,1.63409801591463,417.47185358122215,12.966247587461092,8.724045160502097,4.5308749671363024
300,Exercise 3,Person,4.83333333333333,1.1864193015439,4.2970297029703,1.57825571093816,1124.5840763268384,14.058569855405477,8.877928219496752,5.660470816942693
301,Explosion 1,Scene,2.64705882352941,1.57106925072224,5.14851485148515,1.68751971018926,445.5351303842016,13.449056001368628,8.829655524299548,4.925121310289521
302,Explosion 2,Scene,2.37623762376238,1.58019926052707,4.99029126213592,1.92758685687708,516.1282590927465,12.021154375441533,8.249752130921953,4.64930433701088
303,Explosion 3,Scene,2.64814814814815,1.60207117588869,4.92307692307692,1.89886173207017,298.1290319492366,12.196461300522952,8.47209404054134,4.395624311177208
304,Explosion 4,Scene,2.5,1.33605640935253,4.30769230769231,2.03406390806095,408.41538640187616,13.866329633845192,8.82541893001938,5.284453526072749
305,Explosion 5,Scene,1.82352941176471,1.30050839035502,5.45544554455446,1.7973577967408,214.52625245164487,12.470808851382554,8.583152346473662,4.27757042527437
306,Explosion 6,Scene,2.25742574257426,1.24622201349948,4.81553398058252,1.90328700614373,269.6839676037537,12.926047478705325,8.543774329170528,4.703876312619173
307,Father 1,Person,6.02970297029703,1.08125339809459,4.39805825242718,1.83292226670666,83.7154403550208,11.64744412645249,8.541165880208744,3.6043125993870406
308,Feces 1,Object,2.13725490196078,1.03444839355868,3.06930693069307,1.94554581412299,951.323464877122,14.50677479337702,8.787208141887163,5.918080616167939
309,Feces 2,Object,2.00980392156863,1.02922731797387,3.52475247524752,2.05715366176638,2697.1755173555102,15.189057925654673,8.800253354514464,6.66182125907574
310,Fence 1,Object,3.73267326732673,0.773189357258762,2.15533980582524,1.4736727598106,1790.9679745229791,12.328544974206945,7.942647366504092,5.323659203522013
311,Fence 2,Object,4.21782178217822,0.558640499714076,2.30097087378641,1.49400731982556,318.3322335692686,12.453196319222897,8.459192144570132,4.437455065637398
312,Fence 3,Object,3.85294117647059,0.788494728644138,2.4950495049505,1.39013497457073,85.85751339395583,10.252067920032857,7.8774410932110115,2.778896393324869
313,Fence 4,Object,2.88235294117647,1.10170091399715,3.15841584158416,1.55391552709487,477.58331130619644,10.685014374870846,8.264319174233146,3.235195517262654
314,Fence 5,Object,3.77450980392157,1.04271981318752,2.06930693069307,1.43008689066486,498.2833877749231,11.444639132633002,8.461456228950436,3.61118074651177
315,Fence 6,Object,4.31372549019608,1.02426396811248,2.5049504950495,1.35368949450188,303.86461333067126,12.474902714493739,8.209968272192091,4.612005674298516
316,Ferret 1,Animal,2.80392156862745,1.19436975953868,4.48514851485149,1.90585341191886,103.67134484507856,12.378267194483161,8.585118281855975,4.0053468317886916
317,Fire 1,Person,4.40740740740741,1.21545374041335,4.35576923076923,1.70047548593544,69.78111018904973,7.07070148701763,5.616395847203842,2.4879451204829213
318,Fire 2,Scene,1.96296296296296,1.25248109598976,4.68269230769231,1.98178316820118,777.3220155574302,12.878105306319277,8.497789434733246,4.907032056044294
319,Fire 3,Scene,2.05555555555556,1.11768563728833,4.51923076923077,2.02403408213548,129.9345096439746,7.743286786512142,5.970296863033454,2.745341489434106
320,Fire 4,Scene,4.32352941176471,1.35092021959864,4.20792079207921,1.73963692581624,389.18008923234913,11.284527137058955,8.08250854928082,3.9671845752154766
321,Fire 5,Scene,1.73529411764706,0.984297212099696,5.28712871287129,1.81844237556963,528.447763328662,13.291903203001658,8.638554023983218,5.167619897953277
322,Fire 6,Scene,2.22772277227723,1.27185838927777,4.52427184466019,1.99432852818114,420.70440646832486,12.297372828321247,8.16072680154189,4.85991486870854
323,Fire 7,Scene,1.74257425742574,0.901703558233355,4.60194174757282,2.08796648339696,343.47762594487193,12.836093483872775,8.654525030464175,4.7075482103103505
324,Fire 8,Scene,4.1980198019802,1.69717295512389,4.68932038834951,1.88923226555331,184.73013893451048,11.330931353737194,8.148928631215108,3.9996165649167255
325,Fire 9,Scene,1.47058823529412,0.740696519312469,5.14851485148515,1.88884164828003,775.3447124304996,13.270690518435964,8.633274940622599,5.130992393946284
326,Fire 10,Scene,2.47058823529412,1.19988351210961,4.66336633663366,1.73365064371558,1169.6460669120183,12.765713281823455,8.467286892001908,5.015228338335383
327,Fire 11,Scene,1.75490196078431,1.11191810466476,5.31683168316832,1.89700128133487,136.5751800982917,11.74861126289407,8.216827567965378,4.017582464376355
328,Fire hydrant 1,Object,4.19607843137255,0.718072442996927,2.32673267326733,1.32747060902371,819.7916135686155,13.874398567264599,8.388322328977209,5.69291788270063
329,Fire hydrant 2,Object,4.22222222222222,0.714775088255933,1.98076923076923,1.24620409454377,1376.892427629067,14.03944946737067,8.049165476476738,6.173906243614756
330,Fire hydrant 3,Object,4.24509803921569,0.666545319959921,2.34653465346535,1.39596306229324,1044.349007781226,13.987830544363922,8.247550513863558,5.9194138005753665
331,Fire hydrant 4,Object,4.43518518518519,0.949895696666126,2.29807692307692,1.38563929861637,950.0513142563316,14.035774367457714,8.482875773673229,5.798698605723942
332,Fireman 1,Person,3.09803921568627,1.46584753250327,4.86138613861386,1.75516211769909,275.16788318052124,12.445616484006422,8.762720183099034,3.968978873832123
333,Fireworks 1,Scene,6.15740740740741,0.88773614246363,4.42307692307692,1.77737838846233,1486.5211436400355,13.020245179906146,8.32966345989075,5.4898772118962
334,Fireworks 2,Scene,6.27450980392157,0.902766515269065,4.98019801980198,1.74344600157161,1137.052786457626,12.022423290400015,8.099215199415127,4.830451021689713
335,Fireworks 3,Scene,6.08823529411765,0.996060966527161,4.63366336633663,1.7071776256572,1389.2198483169327,12.333082476026757,8.275402767579035,5.20375515862475
336,Fireworks 4,Scene,5.9537037037037,0.910830567450926,4.31730769230769,1.72511107326047,1014.2924132820765,11.176890999187187,7.3578595680776235,5.006565731126633
337,Fireworks 5,Scene,5.80392156862745,1.12610091950781,4.20792079207921,1.63900476926193,1068.602153084363,11.35904205224574,7.8180602974721225,4.706279074041806
338,Fireworks 6,Scene,6.1078431372549,0.984099958147395,4.78217821782178,1.59752283486678,1320.2830078929778,11.682659158809336,7.46808301529691,5.317463906371918
339,Fireworks 7,Scene,5.75247524752475,1.14373021813765,4.44660194174757,1.58873581103061,1161.4957095644916,12.246077830189437,8.112179957655876,5.21515203226455
340,Flood 1,Scene,2.36274509803922,1.04160211409379,4.12871287128713,1.7126784072711,572.426058076679,13.389870250585098,8.509373404544577,5.1488769646290695
341,Flood 2,Scene,2.35643564356436,1.10076481062797,3.85436893203884,1.79546141860302,390.5912449724008,13.27913003507065,8.453194331981567,5.08059809597921
342,Flood 3,Scene,2.29411764705882,1.1568841328816,4.28712871287129,1.74548923607891,545.3052689545755,13.544418411874833,8.45476674553248,5.327034007192916
343,Flowers 1,Object,5.76237623762376,1.04065858812086,3.67961165048544,1.82151408811359,809.9445424589774,13.728603779199146,8.639111944425498,5.417873875769373
344,Flowers 2,Object,5.95098039215686,1.04717867994461,3.45544554455446,1.79178543623531,744.0597527548828,13.59112247456092,8.776575140749898,5.263872683473821
345,Flowers 3,Object,5.79207920792079,1.09833357121749,3.70873786407767,1.84513705299541,259.70623086837816,12.927902444474139,8.773546471290759,4.427433464506216
346,Flowers 4,Object,5.7029702970297,1.08207721032693,3.71844660194175,1.77353903271173,203.6444194855876,10.869574842308085,7.83728278387448,3.7481568097606472
347,Flowers 5,Object,5.63366336633663,1.12002475220173,3.48543689320388,1.62011908101373,147.2468843608268,12.207641333577328,8.61406632331268,4.061454714420573
348,Flowers 6,Object,5.94444444444444,0.915426802387605,3.00961538461538,1.66339921185909,222.6432894931466,12.414357260770926,8.674900980671381,4.344301038178791
349,Flowers 7,Object,5.68316831683168,1.1129303039212,3.49514563106796,1.70278771665626,310.7408847186854,12.657474940846509,8.679724427799952,4.401470249767126
350,Flowers 8,Object,5.91176470588235,0.965780258881368,3.7029702970297,1.70613337377501,582.4505318274389,13.552408813946883,8.660198351126713,5.133021696181371
351,Flowers 9,Object,5.89108910891089,1.13930671988723,4.07766990291262,1.77504112290585,236.20039755325175,13.058482399332444,8.729546323237392,4.552704920904395
352,Flowers 10,Object,5.25925925925926,1.15500026597376,3.16346153846154,1.61371895703457,467.04471661367825,13.041408300327868,8.728104576463803,4.781415327173219
353,Food 1,Object,4.84313725490196,1.02198697981685,3.14851485148515,1.51911907771485,121.72183632427755,12.349529850037438,8.647058467750194,3.9491956493260005
354,Food 2,Object,5.34259259259259,1.29818015711166,2.96153846153846,1.90004127151433,274.0623731567142,12.837967011724079,8.61271876426442,4.571199699284006
355,Food 3,Object,5.30392156862745,1.03205280091991,2.84158415841584,1.66572910923311,314.34184003031106,13.212119705479848,8.745824830001158,4.876354844012191
356,Food 4,Object,5.61111111111111,0.965123916631864,3.42307692307692,1.83118778202961,339.2497872210583,13.242658574780318,8.770712183862525,4.736977230209368
357,Food 5,Object,5.47058823529412,1.04080968436508,3.14851485148515,1.7168933491272,196.96946184348633,12.598258201496499,8.750044965584175,4.19955384423356
358,Food 6,Object,5.65686274509804,0.990000480440084,3.67326732673267,1.74418411236365,361.7815112411537,12.735767379121329,8.586825374053614,4.624299837483731
359,Football player 1,Person,4.76851851851852,1.19661892435359,3.57692307692308,1.59302062525003,308.8485592846091,12.672966642605102,8.777231768809147,4.176410835919421
