,Theme,Category,Valence_mean,Valence_SD,Arousal_mean,Arousal_SD,Contrast,Entropy,Sum_Entropy,Difference_Entropy,Cropped_Contrast,Cropped_Entropy,Cropped_Sum_Entropy,Cropped_Difference_Entropy,Sabattier_Contrast,Sabattier_Entropy,Sabattier_Sum_Entropy,Sabattier_Difference_Entropy,Blurred1_Contrast,Blurred1_Entropy,Blurred1_Sum_Entropy,Blurred1_Difference_Entropy,Blurred2_Contrast,Blurred2_Entropy,Blurred2_Sum_Entropy,Blurred2_Difference_Entropy,Pixelated_Contrast,Pixelated_Entropy,Pixelated_Sum_Entropy,Pixelated_Difference_Entropy,Sharpened_Contrast,Sharpened_Entropy,Sharpened_Sum_Entropy,Sharpened_Difference_Entropy
204,Dancing 7,Person,5.87037037037037,1.09452838469739,3.375,1.46272454918762,153.39330704454014,12.602293360389204,8.717791796333962,4.141164701336233,243.65080952632144,12.020178657378061,8.356870563617413,4.335407105043281,312.74597478541045,11.695364497574028,8.47302459317616,4.720790688692805,22.480015564964518,11.41735980828443,8.71346253491604,3.220511957265315,9.680893994128608,10.703402445285509,8.663377316756652,2.7338239025280533,52.43394281608326,12.189788254959904,8.694476252828839,3.7153089530156675,369.09691815523263,13.311944830315852,8.729742959242781,4.768967990283134
205,Dancing 8,Person,5.31372549019608,0.889770157849353,3.40594059405941,1.42252042390809,745.0085804830203,13.26552779841081,8.650067912747307,5.164696964378684,2019.761941721982,12.210801867791105,8.012903530937878,6.178925453174525,1265.2352048175294,12.360858753851918,8.477221104372154,5.576150055392297,31.186773842798374,11.49599375640934,8.6020223631904,3.3856818014043415,10.914519944651207,10.874483420568918,8.56173359871343,2.7997525188643917,132.54103684248184,12.476656228032397,8.68369072515922,4.252213340686426,2093.8510056372115,14.017700598303083,8.701376164535468,6.027160372187636
206,Dancing 9,Person,5.58415841584158,0.972289326617065,3.83495145631068,1.5786385756475,1009.8429152396267,13.986634126681956,8.84535175629643,5.543794020502592,1324.848815916298,13.109228159960416,8.429155710313388,5.975778456784274,1535.0969866286455,13.040786958070221,8.559894149242528,5.9825708480856905,41.19597256292031,12.05714775003495,8.891046996218698,3.653070509315218,14.444385485884046,11.281287060268486,8.894891336224523,3.0372287683148427,180.27566316090815,13.171570650309175,8.881291323205707,4.577888831671965,2495.8686083997554,14.63629064678644,8.869346887774993,6.28990862060873
207,Dead bodies 1,Person,1.1980198019802,0.735116344263927,4.51456310679612,2.48471435873581,238.01784207763887,12.979260321690262,8.707078669635987,4.529198175600399,285.87137796430625,12.942588549253557,8.641956745951589,4.72708130475127,495.58038150235296,12.093082109745449,8.511959692415484,5.049970138454733,23.488242950186077,11.217514610324804,8.702386588514793,3.1550585709583046,10.013718858142347,10.56627465032329,8.703831335261308,2.741010620347769,67.27240457104682,12.221254202158931,8.693103830596598,3.794039435873479,601.5814200474882,13.761660333809033,8.732909872637762,5.2579480030190044
208,Dead bodies 2,Person,1.24752475247525,0.698655002044062,4.47572815533981,2.37158282626742,936.9822152130071,13.723273411487616,8.322502688397632,5.815324870728679,610.2193993755404,12.994547932205146,8.483226318528125,5.356689977735345,1350.4364897382484,12.680114717434545,7.980819370078878,6.064189903605242,20.044730825686464,10.332038127408959,8.070052155741983,3.182145913615281,9.329465950698392,9.272094776208846,7.976471584736369,2.641735358907117,103.18072461338716,12.296436449405373,8.280251607270445,4.340922316734658,2995.531820270237,14.745158666153493,8.460343691300597,6.649547496202617
209,Dead bodies 3,Person,1.32352941176471,0.810350916601736,5.12871287128713,2.15714332549617,313.73073253273463,13.067482136612135,8.671918115343818,5.031285784265457,,,,,491.1888598161236,11.966304339977876,8.266312664508968,5.238215858909305,23.977935876138247,10.993631687957054,8.640916619593138,3.2976339820501464,9.858341019130995,10.146845674155555,8.566745559042293,2.746554923994229,64.18341137663799,12.132720818967352,8.52380607231487,3.9659338087208194,669.0119527111864,13.889993874488466,8.529161827044202,5.549669588909115
210,Depressed face 1,Person,3.76470588235294,0.88077902723472,3.06930693069307,1.51167076933156,137.02919909367597,10.460530753343779,7.7442767986329955,3.555673082020746,71.7417798799543,10.972056330461736,8.29561883612791,3.3765995068538674,298.8322220681964,10.187427533447352,7.882495752298929,3.958969038711822,12.202204316527784,9.694305267058224,7.967799453618443,2.621749394153769,6.591555856073045,9.471132481130919,8.093535687537482,2.3860539042211815,31.97613193931721,10.026002155421025,7.813717285146914,3.0152361604588123,294.1559597032409,11.127243124693322,7.696172627479088,4.119899113785275
211,Depressed face 2,Person,3.82407407407407,1.03966838443897,3.01923076923077,1.51356820887846,435.08928860603385,12.541038234347038,8.446327219263111,4.760291132436928,695.5744497973411,13.14310885770486,8.57185037279205,5.443564068001453,723.2669459646108,11.84904903190736,8.23870808443637,5.168170043908498,14.210043111913047,10.547290201858383,8.493235777005307,2.816515860468668,6.373299213087829,9.953910456606547,8.435217555829286,2.4011546495795053,50.83565715453461,11.55071072196353,8.468943640890444,3.585536481564896,1525.3925380924748,13.392790298847888,8.507525492323584,5.646306697935948
212,Depressed pose 1,Person,2.69444444444444,0.825508433908963,3.45192307692308,1.66564257807877,195.34127839701938,12.98499300455139,8.939075913549658,4.362000476448151,232.50574485459148,12.836231078728893,8.751750293388621,4.570078082779343,505.13480672811784,12.03696043191618,8.646834067994686,4.979030118972751,28.547678760403,11.95946852629475,8.925343258768876,3.3594294458965392,12.116806999337026,11.449382836592953,8.872704354672276,2.914121536087566,79.90690535770783,12.57581479131719,8.946518729455544,3.925952223754296,359.66212257158395,13.31946979751926,8.93296334515323,4.759998745340225
213,Depressed pose 2,Person,3.48514851485149,0.933957829734711,3.24271844660194,1.62375756073034,602.2261078686192,11.764137543531817,7.870130786900721,4.807282212776644,298.89460870555115,9.127129539647317,6.6285346786859645,3.8455956939900116,1118.0429531023196,11.029749534599528,7.697374411523584,5.15756403386451,33.61133313933628,9.908533329897702,7.9155156914394595,2.8650433745802384,16.339533375020732,9.841338789739885,8.092913208865953,2.6912498959946634,102.63531411507213,10.83052717389409,7.927146150454823,3.67959894777016,1615.8920046276758,12.324715860638651,7.957032084526052,5.559824823420573
214,Depressed pose 3,Person,2.65686274509804,0.959528535624417,4.00990099009901,1.56521595637759,159.47051634346371,9.404857783467362,6.871954033371865,3.5501130078941077,157.42212156330564,7.088689517151165,5.386439659620811,2.9475627567923466,371.8149695160998,8.889172188230523,6.784529287135108,3.8090734711696745,21.348093715626728,9.031205116964333,7.202944839217147,2.6282358275641093,10.648469160752578,9.303973431391313,7.571892551776346,2.5104719013959187,47.22214340209234,9.098998337369672,6.9880999103401304,2.9486250262864218,478.29694751972585,10.060055254699975,6.98845416684617,4.239736719691328
215,Depressed pose 4,Person,3.25490196078431,0.828768315626398,3.28712871287129,1.45833215464356,71.28703450384472,11.078528159087261,8.116187071423496,3.6617519606190703,116.4871794605451,12.572425464404972,8.576057907477022,4.3848396288459295,208.3624181357703,10.399846226078413,7.983074948424492,4.1585762991361666,13.55961566868071,10.041414461967896,8.095044718289458,2.647280444069539,7.592124364016252,9.828449624524414,8.171336708933199,2.4489254532253124,30.798818620951145,10.522241237549101,8.101352814323741,3.106230295060512,145.67157910934642,11.585050228702086,8.115113897675457,4.171115511474857
216,Desert 1,Scene,4.0,1.39424719244647,3.26923076923077,1.79119079136838,388.5912537725824,13.023858073913736,8.60688852945239,4.813943607167779,1017.8504753317795,12.443149003963146,8.568974485623887,5.801628306645597,811.2783097969119,12.135779233909593,8.288691430078993,5.311335730256394,14.2556252078091,10.93027442269874,8.599226958304055,2.955406089372313,5.012626512423344,10.00223237991484,8.5585550777948,2.3447153822227387,65.63840584113085,12.128025174827123,8.635811951461843,3.8738154070233732,1154.500224115523,13.829757743540181,8.637575496748674,5.600473509773449
217,Dessert 1,Object,5.33333333333333,1.11987740960395,3.40594059405941,1.64425191392184,131.9267729293172,8.778757577847012,6.751833332581414,2.828852307156301,,,,,242.15582177575695,8.302378544613148,6.640849954603041,3.084902572152403,15.736415771392407,8.298046755147752,7.058672658032316,2.3926274171227973,8.426097525878827,8.342474427574771,7.298456510131236,2.268520310234656,43.10340859538623,8.709332078614299,7.05468536446765,2.7376777750495314,362.8942417196547,9.506795322335254,6.86565872834476,3.4671251064272393
218,Dessert 2,Object,5.73529411764706,1.1073692899487,3.24752475247525,1.75730441639495,335.37460540881233,12.982163516831761,8.488561873540833,4.761232062396844,506.7346676865643,10.55679720527089,7.704371788953155,4.885204200505102,698.049558406914,12.01577943154281,8.222039694108021,5.279032515099445,23.714100560770664,11.045505025604623,8.414634257706922,3.264364637834169,11.605224934832073,10.200598976452909,8.475768984254898,2.8777610801039266,81.30883758431648,12.22296546446404,8.454562784151179,4.010085884955885,847.000892568972,13.797367927384464,8.548780777503012,5.500608951138987
219,Dessert 3,Object,5.63366336633663,1.07445588347989,4.20388349514563,1.82229774853967,271.8020928938074,8.676937509707685,6.261470689925888,3.3859494367247507,507.0513306889342,12.268458865636788,8.331142072790515,4.7670622620095795,467.2441165928347,8.17393342376339,6.063848846773515,3.6711927491625227,16.834674782522427,7.963039547183398,6.3539130364624254,2.4123253575575934,8.419962913923083,7.998156488266877,6.5727995612430545,2.2362431802344505,53.61847095192885,8.337613488304113,6.296952144635812,2.894552000068662,755.7136315839693,9.165350478125681,6.296501905667846,3.987847241139105
220,Dessert 4,Object,5.38888888888889,1.03971000030547,3.11538461538462,1.62090525053666,253.48946820520723,11.868547719151543,8.446385248566205,4.12228947122202,662.2161844161005,13.683860128643467,8.858391160076202,5.579695065657067,474.974541036961,11.126666958404346,8.207155929303035,4.592190888849232,29.188722152952515,10.939738384771093,8.461180086045994,3.135348545610775,12.557704636089216,10.550295180373972,8.429814028361232,2.7708654838776496,70.98332013902484,11.487920511418285,8.471611610223686,3.6147001392470024,734.5513838560573,12.531364653254094,8.475196173677254,4.784049529932907
221,Dessert 5,Object,5.53465346534653,0.900714787661928,3.86407766990291,1.67477562845682,384.04962982857904,12.834268429349224,8.629284771192786,4.660151424658387,109.67660030165912,11.195422307200204,8.52832894627446,4.373539072496223,686.5340881380553,12.090056670207435,8.494964755330528,5.13648227726356,29.974737643834032,11.47564929082049,8.706445997558529,3.424461739168952,12.064375278752998,10.845544261549158,8.690237703600408,2.921026637087637,91.39008197849323,12.246040711305856,8.643229395594965,3.997497904677024,989.557083295035,13.612564276179205,8.662705139236758,5.400374986004023
222,Dessert 6,Object,5.58823529411765,1.0932098362477,3.85148514851485,1.78541949476229,82.25313595612272,7.688940632448678,6.311042218782559,2.2064429480586787,200.46189824120114,9.83173944367542,7.316147997569835,4.120146159417171,161.78755414839696,7.2028776057551855,6.275340432187088,2.1255010637266696,7.567338780945343,6.9283786464023684,6.218827302050519,1.5827605458139138,3.830191795244623,6.849306764181365,6.342528235929762,1.5196557587651385,18.89433009502713,7.2501563649036935,6.2044969199045745,1.829478435242485,206.25193967446162,8.417737634826238,6.306338817122073,2.9643983488730274
223,Dessert 7,Object,5.4537037037037,1.12228288085449,3.13461538461538,1.78482107181695,308.5073141922942,12.994372463271594,8.597841677693022,4.6582480284574785,492.38853352110357,8.681721709368404,6.508038346542735,4.262816732739617,583.8564607805836,12.17779406420803,8.53495892854767,5.148854315816086,20.59974076473749,11.026668667568716,8.57391272738709,3.0795555065515465,9.192325144022384,10.412787704482124,8.543804622700904,2.6937799062424412,66.01542873277882,12.09491266647888,8.608940996013388,3.7654912305722776,936.7156879178152,14.036832857119332,8.663623827553018,5.6247404941193615
224,Dessert 8,Person,5.76851851851852,0.913107884644336,3.36538461538462,1.70127132535627,277.36817097227004,12.482566934260165,8.743438890323306,4.135540316491793,257.1545776030054,11.53448300456342,8.300586234758722,3.9177328078077753,572.9319525605092,11.676034373576805,8.524707901168272,4.66864001601097,21.821671724401178,11.361773494392905,8.66639185284675,3.094088990763096,9.489527259406032,10.816355641035841,8.651663105030678,2.6918523083405015,85.80837306316879,12.23053849035727,8.745881136302263,3.837041241824222,564.8380458906531,13.040826885530237,8.76273891867418,4.673858672819467
225,Destruction 1,Scene,3.17647058823529,1.53126987168117,4.31683168316832,1.77161334985548,363.3598537871478,12.545009021876949,8.47886685554161,4.512910837329128,844.6841378859236,8.828165613820836,6.4993951665686645,4.775968577666308,755.1035012192302,11.925762795621567,8.492579065589531,5.034775446980749,13.785567122967732,10.51734532164133,8.518114111945039,2.800074195925143,6.240393686495798,9.891727882604885,8.516744339123017,2.412483790341123,49.149055596782496,11.59280183935543,8.467986363143984,3.5279465957685896,1120.557761205995,13.430912989599301,8.527111606760155,5.381034757179766
226,Destruction 4,Scene,1.84259259259259,0.938900102546293,3.93269230769231,2.06338595835683,936.4079405201371,12.648597372358967,8.04678761420874,5.458933672273434,,,,,1365.6435320923802,11.680025370078443,7.800555177194768,5.677211646740778,20.972383108321903,9.646088469041906,7.859825506044972,3.123470260404203,5.787640321369556,8.612710688476522,7.701752992913099,2.2793595710550085,115.98269835347384,11.498853551836838,8.004186270000638,4.223337162323622,3017.3678606304056,13.605929699282317,8.246408825552752,6.243496728452536
227,Destruction 5,Scene,2.14851485148515,1.08061222104751,3.80582524271845,1.89973296589534,788.3597483883799,13.929007286270348,8.655468790005553,5.591538037747978,717.4888432308235,10.106114428859954,7.674158916245418,5.402525458267038,1253.9978823618412,12.929016150737633,8.341094318822226,5.958045908079431,38.1399003627556,11.609741766958923,8.496690634644363,3.6542620407560906,11.416591188015135,10.43323777216405,8.325721461472959,2.8943639145860063,157.68838448576344,13.015081802061044,8.600991188606352,4.601309924217431,2180.6867725319034,14.786552210836541,8.73060642283241,6.409464320220014
228,Destruction 6,Scene,2.00990099009901,1.18739251728273,4.09708737864078,2.13061053160547,553.6708981904907,13.689036730054887,8.751226046471999,5.229099527003023,629.067828629275,11.08572585062742,8.277631384914637,4.876154691725942,1046.6266676404186,12.710938049682582,8.532915298005069,5.719528626448962,34.477867938885296,11.83284201394107,8.634409552436969,3.5526687866465387,12.036474603969847,10.912375952704876,8.57339769381413,2.9204427551094074,132.07493552706907,12.97491552746093,8.750128468098971,4.439872148989621,1450.9528159269653,14.445404447874415,8.820681642556245,5.94465443932163
229,Destruction 7,Scene,2.00990099009901,0.953887304716343,3.85436893203884,2.10232255780709,409.94150839900317,11.388000853951281,7.927757128631654,4.564345252644075,2666.4354166666667,6.19743557630319,4.949437451267134,4.378358718161971,680.023071644542,10.903157613241351,7.67310142319859,4.8391363262576315,23.020507562744534,9.55139092612218,7.9652370146335105,2.9363446309247854,8.690802899031146,8.968235718320667,8.000176184542369,2.393612526185542,79.60249200845294,10.731668548611852,7.989566912047234,3.726560910970815,1152.3380130404908,12.365804884575326,8.017952655918934,5.287812590864197
230,Destruction 8,Scene,2.23529411764706,1.13605597571821,4.22772277227723,1.76567940532143,1015.5119967070721,13.797544570408109,8.562745678793602,5.686598399825806,3172.4505105401845,7.792636321764158,6.573379332280406,5.744938017596195,1622.4123282611586,12.767681696669959,8.29281000648943,6.044540045222769,35.59136901873924,11.370391348643306,8.367260505956203,3.579886674695077,11.792183720825111,10.282756770105438,8.268810442750459,2.896601159255311,162.5690644528404,12.809501433496324,8.540759008474318,4.604523118552871,2936.268719015722,14.582570008152976,8.676221414428955,6.5183068523678465
231,Destruction 9,Scene,3.55555555555556,0.878968526047396,2.48543689320388,1.66782750359946,205.0692056412322,10.73493992761102,7.817854076449608,3.7375635741289575,,,,,368.15881133193693,10.36248312202647,7.754568161453535,4.233253771905236,19.245295312429363,9.433799116075445,7.998422375830901,2.746112054432957,6.568680100175287,9.028967616018878,7.995788201870679,2.2922475834670664,49.44252565594846,10.177258023731984,7.847351189274287,3.171781496552507,483.24273954550654,11.648978777947558,7.842012638291458,4.430984985615236
232,Destruction 10,Scene,2.0990099009901,1.04407806695716,3.59223300970874,1.9675648989166,1632.0753707797787,14.493781971575434,8.80044384905367,6.129159226673207,,,,,2487.2380347041194,13.478342129536637,8.570876466143186,6.479766438027828,42.33304255942963,12.086003144325527,8.692620418176464,3.72668435983556,12.774297209079815,11.077965259930735,8.607259026319923,2.9507636231629504,250.52392328328312,13.515251380776625,8.832822137988483,4.9437019400777,4333.112754774584,14.971005322941512,8.849638934824672,6.890537813922743
233,Dirt 1,Scene,1.6078431372549,0.82241930893244,4.98019801980198,1.97979896969264,5293.043937505961,15.395032291278143,8.83318253693184,7.199129286766421,,,,,5306.807860157658,14.038013053796874,8.426023331786297,7.169832996145416,62.62335839285086,11.415416712679107,8.369726709059979,4.037787385394217,16.96065626679424,9.581432036725264,7.894725369751756,2.9434832655732137,485.10383686797127,14.15033598562649,8.848050666307035,5.481649744659758,11926.65512470178,14.996977204548159,8.881367188062068,7.660565692916243
234,Destruction 2,Scene,2.18627450980392,1.02184449958103,3.05940594059406,1.77663604701817,1911.9000368657094,14.557884186455375,8.787781256362571,6.212722215662543,2306.9883166705417,8.866708487461176,6.997944108838597,5.696014169030293,2773.2187280249714,13.449971724234114,8.564829720416395,6.5281055500739935,28.781262461012254,11.771770216029402,8.537790879771265,3.4668934379896306,9.352502243208225,10.666043432979063,8.57360502864689,2.763892990370443,217.02327915668408,13.399180009900132,8.805468299081877,4.807467563183263,4840.856482747446,15.01953739588105,8.845831985658926,6.96627171589609
235,Destruction 3,Scene,1.89814814814815,0.916513250637801,3.59615384615385,2.05515799486768,1302.7195471356235,14.618077229984308,8.76526712376363,6.114096030451826,,,,,2029.1288760145599,13.43248528430162,8.40987070781541,6.4246580977295284,37.19100425223883,11.741179611225334,8.419078426298217,3.664145037793879,10.417807603929665,10.381604592274797,8.333899804318815,2.848733437781725,225.23592565582283,13.494415209947125,8.721274917403457,4.912775388176346,3806.3925690886763,15.351446404579065,8.904035773842669,6.9066857185515715
236,Dirt 2,Scene,5.59803921568627,1.07408541727156,3.34653465346535,1.85707104637575,838.4497205934415,13.264739672983591,8.458516590556748,5.543627889271377,,,,,1773.0526372299737,12.618757104043578,8.360693343992432,5.9695302234718,7.565104281872012,10.233395362463643,8.317682237818147,2.475831215691813,3.7380476680177392,9.640208527660551,8.309342522787857,2.0410319373299872,67.48576659396487,11.90830128036379,8.471847476959706,3.950167160083741,3012.2639540296104,14.001470556280122,8.58440936125394,6.408883298098131
237,Dirt 3,Scene,4.13861386138614,0.566210260774158,2.03883495145631,1.3714335572326,2080.1036919974013,14.592776969254626,8.782146144935368,6.350315217567703,,,,,2985.8878324022726,13.597144918195887,8.556346703310705,6.655413713949837,39.442226223122944,11.86636960435599,8.673777536799864,3.682932254337844,9.175913702090902,10.595084551104165,8.638845248855963,2.7693893728163648,274.6039152364878,13.55017169709586,8.781148830002124,5.010470593969493,5094.288753608718,14.9130120540255,8.809162150516169,7.015976151754751
238,Dirt 4,Scene,4.0,0.808372034730701,1.91089108910891,1.20912373147656,1782.6659196877456,14.530172181137576,8.448358649383898,6.418293827819682,2124.0078983552394,14.406736933061499,8.535164448899218,6.548788931352213,2576.5606108589363,13.518720488749752,8.246639511080927,6.633372628888804,54.523236181008635,10.753835025825328,8.224533096744654,3.8910150137020048,15.562554181671619,9.072858724509416,7.250285154433095,2.4748279578781682,244.28039715646835,13.086031956890306,8.490662329978699,4.999448365476913,5145.606425220739,15.362644544388353,8.671127401528677,7.189307713687853
239,Dirt 5,Scene,3.54455445544554,0.83096031764757,1.99029126213592,1.37552232953178,1211.9022952822934,13.947531384644531,8.093393951731882,6.09565894726795,,,,,2271.503783531976,13.162371963930656,8.20978455364722,6.477387714970373,46.0798619626471,10.05500352137357,7.8815572517903565,3.6804114375326407,17.354640978071437,8.3620268080947,7.268372756043329,2.5400961949670853,194.09024893333026,12.539483670190462,8.250980958155312,4.810506471766328,3741.234854252361,14.89247234630292,8.410950308079219,6.933997333559143
240,Dock 1,Scene,5.56435643564356,1.02387344514992,3.64077669902913,1.63211860951653,647.1553813347239,13.373677396272885,8.59838069965254,5.051764423956142,,,,,1212.4252831992303,12.572310124871304,8.527317296299351,5.478781873755177,18.78858736771789,11.00849293298868,8.58665266408055,3.1082841510818304,8.045662987629392,10.277667318305364,8.54126611444108,2.631968939283121,89.97579178783624,12.283326670365293,8.639105544488004,3.993773527370233,1848.8870387152733,14.20949243725427,8.663366847131739,5.903963092218542
241,Doctor 1,Person,4.66666666666667,1.11987740960395,3.14851485148515,1.6024115489715,93.24005744948538,11.93045293499736,8.753190847577514,3.4780293898107746,61.03414309495326,11.390158145896237,8.538739440517709,3.6141668159603184,231.1220702463824,11.02458650931651,8.422951117056474,4.0937077936587585,13.811548423915491,11.011988195348682,8.733958973024064,2.7549399014747427,6.8403438807439425,10.529481777775352,8.748274373842998,2.4669154442522783,33.56382025014939,11.588415825931037,8.749369116284226,3.159539371411617,200.1576000647911,12.521104933235762,8.774712726483035,4.01541256274093
242,Doctor 2,Person,4.05555555555556,1.28857911556553,3.65384615384615,1.78868737883633,354.1356291291854,11.510036775236134,8.213710389350943,4.033481435723446,321.6429686515703,11.781173899929584,8.120122284840933,4.443292784664069,603.2186196641402,11.071636167490466,8.158899353509696,4.571132257949257,28.949682695591672,10.340546674845761,8.217813479588123,2.998757774751547,9.992200462955985,9.894913667707499,8.224299480948149,2.5633845511721396,100.8576355756625,11.083049285409963,8.215427901020929,3.6081757505928285,816.8667729337116,12.292927988972219,8.211308215673027,4.736335946434201
243,Doctor 3,Person,4.35185185185185,1.16261721197707,3.18269230769231,1.67079088927023,91.09001785714281,10.71095905882333,7.966904516910521,3.5925709472726393,121.91733003800366,10.804654937191147,7.928796771936022,3.8285505029359035,192.2324060345001,10.49297642739347,8.220639490176616,3.9924386177691567,9.021765468907738,9.669205784690483,8.118657334363808,2.6297858171022876,4.354006477868016,9.150740421874627,8.122452020451108,2.2313167841853225,25.538844851984663,10.280899429444109,8.05307042511768,3.130949315716755,279.13874548909837,11.34141554902314,7.91821779015795,4.159489116464635
244,Doctor 4,Person,3.81188118811881,1.1976048704571,3.88349514563107,1.82735730578763,324.32729279297916,12.902654917683085,8.849012943709514,4.390306873886372,344.99789019703303,10.862674309855322,7.813202879803867,4.2469110479975525,640.3532892577133,12.021343186430348,8.612250999367747,4.9941106305164595,23.21251892757946,11.509807168683828,8.809813178349145,3.1803703068854148,9.332539314217406,10.901380794816781,8.78915311185947,2.7093880509344963,86.22406665649588,12.419022716213071,8.859425625650966,3.907043692760903,796.8112224323329,13.686710931811735,8.883845627862874,5.1226874661238915
245,Doctor 5,Person,3.68316831683168,1.05764543273544,3.64077669902913,1.73688005688383,170.6605805797057,11.69925028614162,8.219017663303841,3.888971607914944,682.2510729351479,6.6627821440060035,5.443049130245509,2.9371250566387213,352.65718978809736,10.757319398900925,7.9675038190877725,4.3671652137778665,12.643611004590637,10.136864197829569,8.209197743354006,2.771392493822136,5.624632697098459,9.477364738267767,8.20535344518936,2.3558671826272954,42.00715563520523,11.045288207234737,8.227627880355957,3.374483796413137,455.83323877830816,12.576260909721238,8.265243366242128,4.669589976438056
246,Doctor 6,Person,4.38235294117647,0.901529148110173,2.55445544554455,1.4385774051107,185.32900232670852,4.772999214331965,3.6155166577063795,2.084103218576261,392.76143159935856,10.494188230679022,7.500808574525663,4.052675944676148,286.3405658145866,4.65067243686015,3.629780245035459,2.2641340950952005,20.997005389224537,4.744534035446175,3.8488473046064944,1.7394405971144185,9.952337632658798,5.099292819238114,4.200862361039398,1.7656359149937124,50.51276181058854,4.738452854400247,3.6842565909177054,1.9098004356571834,383.4121007139592,5.091756237225001,3.677303626584748,2.425217146896437
247,Doctor 7,Person,3.34313725490196,1.15608675921661,4.41584158415842,1.76786496505063,425.01871429450335,13.122999358816955,8.646212137540468,4.752896933721766,908.5522947601979,10.35510907822385,7.621022925602549,5.052225128556648,749.907006096152,12.071742953587442,8.372300308988411,5.187843447700242,17.932907339742137,11.198714959732126,8.589255896515752,3.0734335268073627,6.8896249730036505,10.515070808525287,8.497905687106595,2.5462365293492497,70.18191267246267,12.261070026668287,8.628661909670807,3.8787970779147094,1406.3407519757548,14.212259590552385,8.69428072790931,5.8096598775365695
248,Doctor 8,Person,3.73267326732673,1.13040779463794,3.92233009708738,1.87705088040114,202.8506380216573,10.651182992542047,7.515833585408123,3.5892230767526465,366.80645333718246,11.391801282510805,7.68521259778778,4.373145241757526,349.10286219808035,10.471437576167983,7.91376125750668,4.1278807399343975,14.19866170122198,9.21965576559817,7.475806967971899,2.457582076368112,5.189602204408816,8.717941041792363,7.44895287849563,2.0294570046639473,48.65188908958261,10.017248214108424,7.518098800452236,3.060614259071833,493.57264732598003,11.604705214277786,7.595293394948189,4.4346710080565
249,Doctor 9,Person,3.67647058823529,1.1953852248376,4.10891089108911,1.49600127071477,359.14603603196326,13.196725773618349,8.755226586691084,4.689250542283073,400.0743341288127,10.89217828530651,8.353938977761317,5.100273175123164,720.9018969624711,12.114639363660988,8.453622928024078,5.193835909687108,25.872717336929487,11.700262777402942,8.620453402295492,3.316731248494231,9.091231643110786,10.84915694718643,8.532224079115927,2.7286762275890335,92.11680412077277,12.585233669941951,8.727474257088849,4.073632394751207,1006.0010358837969,14.043818446483716,8.794142705721033,5.539659659936067
250,Dog 1,Animal,5.13861386138614,1.19188676450657,4.32038834951456,1.5668977232599,203.14436186533464,9.235516555199428,6.763026336460603,3.165154057032862,363.73756850158134,12.470396325580962,8.598141790863215,4.8507417672475865,283.0018359080316,8.99645446327071,6.947135740050866,3.6889187344622423,11.6286210472323,8.117190521288947,6.776324542056058,2.216394876473462,4.807081849161981,7.668286425511625,6.766581096618358,1.8484526624632327,43.046222621935556,8.859999690244962,6.807861625897472,2.7603497706207536,427.0030584094253,10.098111606788425,6.859298571528916,3.890563719621657
251,Dog 2,Animal,5.9009900990099,1.03445590041383,4.39805825242718,1.63503196482061,461.89924464844444,13.514355629935487,8.701836638251645,5.2591482186825775,133.60548105529986,12.06346179607027,8.536097869747726,4.245212434084311,1016.6943924948896,12.622730756234665,8.547102408078189,5.732787650708507,16.83219582021184,11.10858032009772,8.542033759547289,3.035946305200895,7.2004161568751535,10.367091095057757,8.442116117182037,2.495872764566708,75.72914892378739,12.362412469937905,8.67712935315462,4.073505254853309,1474.5517259274168,14.466686358217938,8.77791743687433,6.150404274660223
252,Dog 3,Animal,5.74509803921569,1.01167711467274,3.52475247524752,1.62845975944105,259.56666107214414,13.25257393616496,8.79084423934681,4.799356031921111,194.483157063455,12.910806063221285,8.65826835590137,4.732316399884061,582.6874804226246,12.363353319673587,8.608182573068108,5.325494817870615,14.752148673286419,11.221489435305926,8.730303725124946,2.882000389592175,5.879748899427929,10.506464514524307,8.680758781512504,2.3880174400425207,54.53785446770732,12.313479547047185,8.78756030081042,3.7693937246352274,900.1606095775505,14.153816115564773,8.838296754906048,5.69291313054929
253,Dog 4,Animal,6.2037037037037,0.954666446219598,3.96116504854369,1.85727150758419,214.91578012478578,12.309139969527914,8.366890542823988,4.4434198986482825,96.55615841417018,10.579155102681224,7.762017037354024,3.7472331814931503,440.66689781630936,11.521849702151357,8.17242974167544,4.879071474190122,16.28756220021496,10.573852408990623,8.299734750228549,3.012292838266492,7.918720641784822,9.842712595342897,8.31337731105436,2.5891211350069483,48.43686091983466,11.617642345002324,8.342711352088296,3.711653330408171,599.9119589121848,13.06199615666758,8.432388594121331,5.07725311841875
254,Dog 5,Animal,5.94059405940594,1.07537697741971,4.66990291262136,1.83852215542044,54.936757377537006,10.71771926808415,8.180726186529785,3.1980457628435706,169.0314744144942,12.172640836296772,8.61645315936596,4.408121174401101,123.78312839777297,10.030688561705887,7.993777082431946,3.624783872395337,13.572572507169728,10.287023758550035,8.17019964333064,2.792094203616947,8.20576313654879,10.020853761707308,8.173814111720965,2.58404521251853,25.376453203399272,10.549068166083691,8.166511673822715,3.010729952688478,124.96340120592052,11.171845062940722,8.19634461565135,3.6095883097411434
